TestCaseName,NodeURL,URLTestObject,Browser,CreateBorObject,UserId,Password,VoxWebCltStatus,Category,Location,Channel,Rescan,Sender
P_Vorschusszahlung-an-WitwenWitwerLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vorschusszahlung an WitwenWitwer LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_WICHTIG_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, WICHTIG, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_WICHTIG-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, WICHTIG LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Wegfallaufträge-der-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Wegfallaufträge der LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Adressänderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Adressänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_AdressänderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Adressänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Betreuung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Betreuung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_BetreuungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Betreuung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_ERG-ML-Schreiben-der-Banken-auf-RA1ckforderungen_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, ERG - ML - Schreiben der Banken auf Rückforderungen, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_EskalationsfA¤lle_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Eskalationsfälle, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Kontoänderug_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Kontoänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_KontoänderugLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Kontoänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Rest_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Rest, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Schriftwechsel-mit-Änderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Schriftwechsel mit Änderung, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Schriftwechsel-mit-ÄnderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Schriftwechsel mit Änderung LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Umschläge-unzustellbar-usw_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Umschläge - unzustellbar usw, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_VOAT10_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, VOAT 10, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VOAT10LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, VOAT 10 LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Verzug-Inland-Ausland_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Verzug Inland - Ausland, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Verzug-Inland-AuslandLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Verzug Inland - Ausland LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vollmacht_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vollmacht, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VollmachtLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vollmacht LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vorschusszahlung-an-WitwenWitwer_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vorschusszahlung an WitwenWitwer, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Vorschusszahlung-an-WitwenWitwerLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vorschusszahlung an WitwenWitwer LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_WICHTIG_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, WICHTIG, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_WICHTIG-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, WICHTIG LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Wegfallaufträge-der-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Wegfallaufträge der LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Adressänderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Adressänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_AdressänderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Adressänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Betreuung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Betreuung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_BetreuungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Betreuung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_ERG-ML-Schreiben-der-Banken-auf-RA1ckforderungen_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, ERG - ML - Schreiben der Banken auf Rückforderungen, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_EskalationsfA¤lle_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Eskalationsfälle, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Kontoänderug_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Kontoänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_KontoänderugLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Kontoänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Rest_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Rest, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Schriftwechsel-mit-Änderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Schriftwechsel mit Änderung, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Schriftwechsel-mit-ÄnderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Schriftwechsel mit Änderung LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Umschläge-unzustellbar-usw_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Umschläge - unzustellbar usw, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_VOAT10_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, VOAT 10, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VOAT10LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, VOAT 10 LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Verzug-Inland-Ausland_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Verzug Inland - Ausland, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Verzug-Inland-AuslandLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Verzug Inland - Ausland LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vollmacht_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vollmacht, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VollmachtLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vollmacht LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vorschusszahlung-an-WitwenWitwer_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vorschusszahlung an WitwenWitwer, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Vorschusszahlung-an-WitwenWitwerLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vorschusszahlung an WitwenWitwer LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_WICHTIG_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, WICHTIG, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_WICHTIG-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, WICHTIG LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Wegfallaufträge-der-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Wegfallaufträge der LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Adressänderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Adressänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_AdressänderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Adressänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Betreuung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Betreuung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_BetreuungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Betreuung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_ERG-ML-Schreiben-der-Banken-auf-RA1ckforderungen_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, ERG - ML - Schreiben der Banken auf Rückforderungen, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_EskalationsfA¤lle_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Eskalationsfälle, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Kontoänderug_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Kontoänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_KontoänderugLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Kontoänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Rest_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Rest, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Schriftwechsel-mit-Änderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Schriftwechsel mit Änderung, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Schriftwechsel-mit-ÄnderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Schriftwechsel mit Änderung LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Umschläge-unzustellbar-usw_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Umschläge - unzustellbar usw, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_VOAT10_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, VOAT 10, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VOAT10LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, VOAT 10 LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Verzug-Inland-Ausland_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Verzug Inland - Ausland, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Verzug-Inland-AuslandLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Verzug Inland - Ausland LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vollmacht_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vollmacht, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VollmachtLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vollmacht LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vorschusszahlung-an-WitwenWitwer_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vorschusszahlung an WitwenWitwer, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Vorschusszahlung-an-WitwenWitwerLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vorschusszahlung an WitwenWitwer LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_WICHTIG_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, WICHTIG, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_WICHTIG-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, WICHTIG LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Wegfallaufträge-der-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Wegfallaufträge der LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Adressänderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Adressänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_AdressänderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Adressänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Betreuung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Betreuung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_BetreuungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Betreuung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_ERG-ML-Schreiben-der-Banken-auf-RA1ckforderungen_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, ERG - ML - Schreiben der Banken auf Rückforderungen, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_EskalationsfA¤lle_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Eskalationsfälle, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Kontoänderug_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Kontoänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_KontoänderugLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Kontoänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Rest_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Rest, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Schriftwechsel-mit-Änderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Schriftwechsel mit Änderung, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Schriftwechsel-mit-ÄnderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Schriftwechsel mit Änderung LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Umschläge-unzustellbar-usw_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Umschläge - unzustellbar usw, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_VOAT10_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, VOAT 10, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VOAT10LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, VOAT 10 LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Verzug-Inland-Ausland_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Verzug Inland - Ausland, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Verzug-Inland-AuslandLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Verzug Inland - Ausland LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vollmacht_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vollmacht, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_VollmachtLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vollmacht LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Vorschusszahlung-an-WitwenWitwer_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Vorschusszahlung an WitwenWitwer, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Vorschusszahlung-an-WitwenWitwerLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Vorschusszahlung an WitwenWitwer LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_WICHTIG_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, WICHTIG, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_WICHTIG-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, WICHTIG LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Wegfallaufträge-der-LTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Wegfallaufträge der LTR, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_Adressänderung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Adressänderung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_AdressänderungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Adressänderung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
P_Betreuung_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent1, IPD_Agent1, Free, Betreuung, BLN, Fax, true, IP Dynamics\nLyonel-Feininger Str. 28\n80807 München
P_BetreuungLTR_CR,http://172.17.118.19:4444/wd/hub,http://172.17.118.10/Webclient/,Chrome, true, IPD_Agent2, IPD_Agent2, Free, Betreuung LTR, DP EPS, Mail, false, max.mustermann@musterfirma.de
